"Name" "Chr" "Pos" "cM"
"M16595" "M16595" 5 124098385 114.588524080528
"M16596" "M16596" 5 124134646 114.589934778741
"M16597" "M16597" 5 124159431 114.590899014565
"M16598" "M16598" 5 124160123 114.590925936138
"M16599" "M16599" 5 124160276 114.590931888451
"M16600" "M16600" 5 124239551 114.594016003639
"M16601" "M16601" 5 124416950 114.600917535651
"M16602" "M16602" 5 124416971 114.600918352636
"M16603" "M16603" 5 124417128 114.600924460565
"M16604" "M16604" 5 124417210 114.600927650693
"M16605" "M16605" 5 124417259 114.60092955699
"M16606" "M16606" 5 124487599 114.603666064871
"M16607" "M16607" 5 124509420 114.604514989217
"M16608" "M16608" 5 125148812 114.629389900329
"M16609" "M16609" 5 125149545 114.629418416966
"M16610" "M16610" 5 125491487 114.642721331071
"M16611" "M16611" 5 125492721 114.642769338616
"M16612" "M16612" 5 125804761 114.654908945091
"M16613" "M16613" 5 125805333 114.654931198183
"M16614" "M16614" 5 125813975 114.655267406615
"M16615" "M16615" 5 125815142 114.655312807592
"M16616" "M16616" 5 125815588 114.655330158779
"M16617" "M16617" 5 125815927 114.655343347238
"M16618" "M16618" 5 125817117 114.655389643006
"M16619" "M16619" 5 125818944 114.655460720628
"M16620" "M16620" 5 126026957 114.663553259923
"M16621" "M16621" 5 126027197 114.663562596885
"M16622" "M16622" 5 126027267 114.663565320165
"M16623" "M16623" 5 126084302 114.665784210229
"M16624" "M16624" 5 126084380 114.665787244741
"M16625" "M16625" 5 126261077 114.67266146614
"M16626" "M16626" 5 126280908 114.673432971511
"M16627" "M16627" 5 126378271 114.677220782385
"M16628" "M16628" 5 126448883 114.679967872157
"M16629" "M16629" 5 126773455 114.692595023653
"M16630" "M16630" 5 126817318 114.69430147013
"M16631" "M16631" 5 126820317 114.694418143249
"M16632" "M16632" 5 126979394 114.700606876037
"M16633" "M16633" 5 127038664 114.702912716556
"M16634" "M16634" 5 127039786 114.702956366853
"M16635" "M16635" 5 127043149 114.70308720103
"M16636" "M16636" 5 127255844 114.711361888888
"M16637" "M16637" 5 127357195 114.792783683363
"M16638" "M16638" 5 127458233 114.873954024753
"M16639" "M16639" 5 127464409 114.878915603846
"M16640" "M16640" 5 127604425 114.991399486346
"M16641" "M16641" 5 127605006 114.991866241115
"M16642" "M16642" 5 127605217 114.992035751022
"M16643" "M16643" 5 127605503 114.992265513266
"M16644" "M16644" 5 127683329 115.054788158103
"M16645" "M16645" 5 127753750 115.111361888888
"M16646" "M16646" 5 127768844 115.112294568155
"M16647" "M16647" 5 127769287 115.112321941741
"M16648" "M16648" 5 127809699 115.114819055465
"M16649" "M16649" 5 127830247 115.116088744984
"M16650" "M16650" 5 127918691 115.121553822837
"M16651" "M16651" 5 127932520 115.122408335994
"M16652" "M16652" 5 127936037 115.122625656319
"M16653" "M16653" 5 127936671 115.122664832061
"M16654" "M16654" 5 128104961 115.133063705381
"M16655" "M16655" 5 128106460 115.133156330678
"M16656" "M16656" 5 128107449 115.133217442364
"M16657" "M16657" 5 128107471 115.133218801775
"M16658" "M16658" 5 128140018 115.135229926203
"M16659" "M16659" 5 128320335 115.146371964592
"M16660" "M16660" 5 128333804 115.147204232848
"M16661" "M16661" 5 128454446 115.154658869933
"M16662" "M16662" 5 128457059 115.15482033084
"M16663" "M16663" 5 128715259 115.170774868194
"M16664" "M16664" 5 128783614 115.174998618778
"M16665" "M16665" 5 129095160 115.194249479718
"M16666" "M16666" 5 129222587 115.202123371396
"M16667" "M16667" 5 129223344 115.20217014748
"M16668" "M16668" 5 129223518 115.202180899182
"M16669" "M16669" 5 129223679 115.202190847596
"M16670" "M16670" 5 129223708 115.202192639547
"M16671" "M16671" 5 129548685 115.222273420669
"M16672" "M16672" 5 129559711 115.222954732555
"M16673" "M16673" 5 129560065 115.222976606707
"M16674" "M16674" 5 129610550 115.226096145121
"M16675" "M16675" 5 129962110 115.24781952681
"M16676" "M16676" 5 129990180 115.249554011177
"M16677" "M16677" 5 129996273 115.249930506127
"M16678" "M16678" 5 130008715 115.250699314624
"M16679" "M16679" 5 130086110 115.255481659389
"M16680" "M16680" 5 130108935 115.256892047906
"M16681" "M16681" 5 130109586 115.256932274102
"M16682" "M16682" 5 130109745 115.256942098934
"M16683" "M16683" 5 130109869 115.256949761066
"M16684" "M16684" 5 130111720 115.257064136932
"M16685" "M16685" 5 130118476 115.257481599575
"M16686" "M16686" 5 130138481 115.258717736368
"M16687" "M16687" 5 130498838 115.280984696931
"M16688" "M16688" 5 130658802 115.290869095123
"M16689" "M16689" 5 130690171 115.292807429292
"M16690" "M16690" 5 130690302 115.292815523964
"M16691" "M16691" 5 130690606 115.292834308547
"M16692" "M16692" 5 130690666 115.29283801603
"M16693" "M16693" 5 130823322 115.301035014897
"M16694" "M16694" 5 130823409 115.301040390748
"M16695" "M16695" 5 130824005 115.301077218417
"M16696" "M16696" 5 130956665 115.309274464449
"M16697" "M16697" 5 130957131 115.309303259238
"M16698" "M16698" 5 130959391 115.309442907783
"M16699" "M16699" 5 130960515 115.309512361307
"M16700" "M16700" 5 130960766 115.309527870947
"M16701" "M16701" 5 131040175 115.314434663576
"M16702" "M16702" 5 131041566 115.314520615402
"M16703" "M16703" 5 131041879 115.314539956107
"M16704" "M16704" 5 131085078 115.31720928244
"M16705" "M16705" 5 131177612 115.322927087086
"M16706" "M16706" 5 131456284 115.340146617812
"M16707" "M16707" 5 131459723 115.340359118409
"M16708" "M16708" 5 131522962 115.344266744233
"M16709" "M16709" 5 131562544 115.346712571102
"M16710" "M16710" 5 131562853 115.346731664642
"M16711" "M16711" 5 131736534 115.357463655355
"M16712" "M16712" 5 131738084 115.357559432012
"M16713" "M16713" 5 131782741 115.360318850194
"M16714" "M16714" 5 132117135 115.380981520853
"M16715" "M16715" 5 132171296 115.384328204423
"M16716" "M16716" 5 132172405 115.384396731076
"M16717" "M16717" 5 132314121 115.393153559952
"M16718" "M16718" 5 132315070 115.393212199982
"M16719" "M16719" 5 132505324 115.404968259432
"M16720" "M16720" 5 132655924 115.414274043032
"M16721" "M16721" 5 132656719 115.414323167188
"M16722" "M16722" 5 132657651 115.414380756765
"M16723" "M16723" 5 133190969 115.44733521824
"M16724" "M16724" 5 133332323 115.456069678632
"M16725" "M16725" 5 133333095 115.456117381586
"M16726" "M16726" 5 133333397 115.456136042586
"M16727" "M16727" 5 133338535 115.456453526757
"M16728" "M16728" 5 133338697 115.456463536963
"M16729" "M16729" 5 133510613 115.46708646587
"M16730" "M16730" 5 133618788 115.473770749674
"M16731" "M16731" 5 134062597 115.501194325463
"M16732" "M16732" 5 134062653 115.501197785781
"M16733" "M16733" 5 134062726 115.501202296553
"M16734" "M16734" 5 134062747 115.501203594172
"M16735" "M16735" 5 134062816 115.501207857778
"M16736" "M16736" 5 134062860 115.501210576599
"M16737" "M16737" 5 134191579 115.509164302756
"M16738" "M16738" 5 134194995 115.50937538215
"M16739" "M16739" 5 134205590 115.510030061946
"M16740" "M16740" 5 134470854 115.526421093692
"M16741" "M16741" 5 134479062 115.526928277435
"M16742" "M16742" 5 134484267 115.527249901629
"M16743" "M16743" 5 134489952 115.527601185692
"M16744" "M16744" 5 134490984 115.527664954408
"M16745" "M16745" 5 134581721 115.533271719923
"M16746" "M16746" 5 134790808 115.546191496653
"M16747" "M16747" 5 134807408 115.547217233756
"M16748" "M16748" 5 135024643 115.560640486747
"M16749" "M16749" 5 135189300 115.570814871941
"M16750" "M16750" 5 135233554 115.573549388192
"M16751" "M16751" 5 135278708 115.576339516696
"M16752" "M16752" 5 135302345 115.577800079823
"M16753" "M16753" 5 135302611 115.577816516334
"M16754" "M16754" 5 135455673 115.58727443034
"M16755" "M16755" 5 135456643 115.58733436799
"M16756" "M16756" 5 135581684 115.595060825408
"M16757" "M16757" 5 135585096 115.595271657637
"M16758" "M16758" 5 135586394 115.595351862863
"M16759" "M16759" 5 135587524 115.595421687136
"M16760" "M16760" 5 135623981 115.597674415906
"M16761" "M16761" 5 135641630 115.598764972179
"M16762" "M16762" 5 135641677 115.598767876375
"M16763" "M16763" 5 135642208 115.598800687604
"M16764" "M16764" 5 135773532 115.606915380336
"M16765" "M16765" 5 135877534 115.614633559738
"M16766" "M16766" 5 135880294 115.61491537147
"M16767" "M16767" 5 135880897 115.614976941208
"M16768" "M16768" 5 136199889 115.647547842768
"M16769" "M16769" 5 136200206 115.647580210275
"M16770" "M16770" 5 136200439 115.647604000903
"M16771" "M16771" 5 136200852 115.647646170557
"M16772" "M16772" 5 136446396 115.67271761264
"M16773" "M16773" 5 136567200 115.685052389662
"M16774" "M16774" 5 136582143 115.686578155142
"M16775" "M16775" 5 136896526 115.71867845153
"M16776" "M16776" 5 137150965 115.744658123816
"M16777" "M16777" 5 137151445 115.744707134553
"M16778" "M16778" 5 137151987 115.744762475842
"M16779" "M16779" 5 137152292 115.744793618081
"M16780" "M16780" 5 137152604 115.744825475059
"M16781" "M16781" 5 137391723 115.769240888017
"M16782" "M16782" 5 137436579 115.773820941311
"M16783" "M16783" 5 137436609 115.773824004482
"M16784" "M16784" 5 137487617 115.779032212044
"M16785" "M16785" 5 137537424 115.784117790661
"M16786" "M16786" 5 137557693 115.786187371101
"M16787" "M16787" 5 137564156 115.786847280242
"M16788" "M16788" 5 137564422 115.786874440358
"M16789" "M16789" 5 137570020 115.787446028069
"M16790" "M16790" 5 137768848 115.807747500254
"M16791" "M16791" 5 137854009 115.8164429238
"M16792" "M16792" 5 137855050 115.816549215834
"M16793" "M16793" 5 137898231 115.82095824208
"M16794" "M16794" 5 137931245 115.824329159671
"M16795" "M16795" 5 137931270 115.824331712314
"M16796" "M16796" 5 137932389 115.824445968592
"M16797" "M16797" 5 137933980 115.824608418761
"M16798" "M16798" 5 138042508 115.835689746207
"M16799" "M16799" 5 138073070 115.838810300621
"M16800" "M16800" 5 138073271 115.838830823866
"M16801" "M16801" 5 138088162 115.84035127985
"M16802" "M16802" 5 138140861 115.845732148152
"M16803" "M16803" 5 138141553 115.845802805296
"M16804" "M16804" 5 138152376 115.846907895291
"M16805" "M16805" 5 138153638 115.847036752685
"M16806" "M16806" 5 138158787 115.847562494936
"M16807" "M16807" 5 138200155 115.851786403547
"M16808" "M16808" 5 138506106 115.883025744669
"M16809" "M16809" 5 138661725 115.898915331649
"M16810" "M16810" 5 138746778 115.90759972778
"M16811" "M16811" 5 138807346 115.913784065837
"M16812" "M16812" 5 138809814 115.914036062706
"M16813" "M16813" 5 138941567 115.927488795041
"M16814" "M16814" 5 139038700 115.937406628032
"M16815" "M16815" 5 139078113 115.941430919999
"M16816" "M16816" 5 139078316 115.941451647456
"M16817" "M16817" 5 139080518 115.941676484208
"M16818" "M16818" 5 139116290 115.94532900932
"M16819" "M16819" 5 139116317 115.945331766174
"M16820" "M16820" 5 139163140 115.950112661381
"M16821" "M16821" 5 139231600 115.957102817626
"M16822" "M16822" 5 139234251 115.957373499837
"M16823" "M16823" 5 139235302 115.957480812928
"M16824" "M16824" 5 139262115 115.960218573071
"M16825" "M16825" 5 139337996 115.967966455718
"M16826" "M16826" 5 139338019 115.967968804149
"M16827" "M16827" 5 139355193 115.969722367447
"M16828" "M16828" 5 139361702 115.97038697345
"M16829" "M16829" 5 139626107 115.997384231146
"M16830" "M16830" 5 139626170 115.997390663805
"M16831" "M16831" 5 139763001 116.011361888888
"M16832" "M16832" 5 139766166 116.011654312303
"M16833" "M16833" 5 139810736 116.015772262266
"M16834" "M16834" 5 139811946 116.015884057631
"M16835" "M16835" 5 139961714 116.029721552134
"M16836" "M16836" 5 140074473 116.040139679121
"M16837" "M16837" 5 140078581 116.040519229008
"M16838" "M16838" 5 140081650 116.040802782708
"M16839" "M16839" 5 140093056 116.041856615719
"M16840" "M16840" 5 140093079 116.041858740755
"M16841" "M16841" 5 140093203 116.04187019747
"M16842" "M16842" 5 140093827 116.041927850617
"M16843" "M16843" 5 140093941 116.041938383404
"M16844" "M16844" 5 140314496 116.062316091593
"M16845" "M16845" 5 140350563 116.06564842503
"M16846" "M16846" 5 140417185 116.071803822436
"M16847" "M16847" 5 140487010 116.078255154187
"M16848" "M16848" 5 140576566 116.086529489543
"M16849" "M16849" 5 140727040 116.100432213408
"M16850" "M16850" 5 140781215 116.105437596832
"M16851" "M16851" 5 141127643 116.137445072031
"M16852" "M16852" 5 141129915 116.137654988619
"M16853" "M16853" 5 141129999 116.137662749619
"M16854" "M16854" 5 141130060 116.137668385584
"M16855" "M16855" 5 141259196 116.14959963051
"M16856" "M16856" 5 141352907 116.158257858218
"M16857" "M16857" 5 141432435 116.165605677931
"M16858" "M16858" 5 141432470 116.165608911681
"M16859" "M16859" 5 141432832 116.165642357898
"M16860" "M16860" 5 141433768 116.165728837619
"M16861" "M16861" 5 141433912 116.165742142192
"M16862" "M16862" 5 141434325 116.165780300445
"M16863" "M16863" 5 141454387 116.167633886089
"M16864" "M16864" 5 141558052 116.177211792368
"M16865" "M16865" 5 141576226 116.178890940284
"M16866" "M16866" 5 141580564 116.179291740529
"M16867" "M16867" 5 142137152 116.230716500092
"M16868" "M16868" 5 142181287 116.234794259159
"M16869" "M16869" 5 142181921 116.234852836235
"M16870" "M16870" 5 142181942 116.234854776485
"M16871" "M16871" 5 142257169 116.241805214489
"M16872" "M16872" 5 142257695 116.241853813135
"M16873" "M16873" 5 142322357 116.247828120528
"M16874" "M16874" 5 142423888 116.257208860434
"M16875" "M16875" 5 142423964 116.257215882292
"M16876" "M16876" 5 142479233 116.26232234351
"M16877" "M16877" 5 142579539 116.271589902158
"M16878" "M16878" 5 142711487 116.283780955818
"M16879" "M16879" 5 142788483 116.290894836799
"M16880" "M16880" 5 142790101 116.291044328453
"M16881" "M16881" 5 142825979 116.294359199639
"M16882" "M16882" 5 142826085 116.294368993283
"M16883" "M16883" 5 142854837 116.297025472918
"M16884" "M16884" 5 143010005 116.311361888888
"M16885" "M16885" 5 143081395 116.358957020259
"M16886" "M16886" 5 143081615 116.359103692467
"M16887" "M16887" 5 143163659 116.413801758838
"M16888" "M16888" 5 143163766 116.413873094866
"M16889" "M16889" 5 143166534 116.415718497915
"M16890" "M16890" 5 143185282 116.428217636771
"M16891" "M16891" 5 143185948 116.428661653545
"M16892" "M16892" 5 143198018 116.436708624209
"M16893" "M16893" 5 143401008 116.572040403409
"M16894" "M16894" 5 143601710 116.705846791651
"M16895" "M16895" 5 143602324 116.706256140448
"M16896" "M16896" 5 143602732 116.706528150724
"M16897" "M16897" 5 143670657 116.751813194826
"M16898" "M16898" 5 143883481 116.893701221707
"M16899" "M16899" 5 143953728 116.940534324291
"M16900" "M16900" 5 143971282 116.952237433075
"M16901" "M16901" 5 144060181 117.011505672097
"M16902" "M16902" 5 144069918 117.017997250668
"M16903" "M16903" 5 144098885 117.037309313568
"M16904" "M16904" 5 144099143 117.037481320066
"M16905" "M16905" 5 144118707 117.050524479474
"M16906" "M16906" 5 144118760 117.050559814142
"M16907" "M16907" 5 144176066 117.088765257459
"M16908" "M16908" 5 144283936 117.160681307621
"M16909" "M16909" 5 144313692 117.180519390393
"M16910" "M16910" 5 144574260 117.354237953094
"M16911" "M16911" 5 144585556 117.361768904264
"M16912" "M16912" 5 144714036 117.447425473512
"M16913" "M16913" 5 144714127 117.44748614247
"M16914" "M16914" 5 144808485 117.510393852317
"M16915" "M16915" 5 144809937 117.511361888888
"M16916" "M16916" 5 144814104 117.532858999907
"M16917" "M16917" 5 144814344 117.534097134451
"M16918" "M16918" 5 144857747 117.758008607831
"M16919" "M16919" 5 144887473 117.911361888888
"M16920" "M16920" 5 144888602 117.911650090246
"M16921" "M16921" 5 145106678 117.96731864592
"M16922" "M16922" 5 145106798 117.967349278483
"M16923" "M16923" 5 145108294 117.967731164427
"M16924" "M16924" 5 145215521 117.995103145844
"M16925" "M16925" 5 145338836 118.026581932794
"M16926" "M16926" 5 145496429 118.066810911198
"M16927" "M16927" 5 145510713 118.070457207211
"M16928" "M16928" 5 145714748 118.122541497812
"M16929" "M16929" 5 145727876 118.12589270014
"M16930" "M16930" 5 145814857 118.148096457734
"M16931" "M16931" 5 145867921 118.161642176834
"M16932" "M16932" 5 145870186 118.162220366449
"M16933" "M16933" 5 145870461 118.162290566071
"M16934" "M16934" 5 145882440 118.165348461614
"M16935" "M16935" 5 146390061 118.294929561323
"M16936" "M16936" 5 146414049 118.30105301055
"M16937" "M16937" 5 146481079 118.318163849372
"M16938" "M16938" 5 146537049 118.332451387024
"M16939" "M16939" 5 146837029 118.409027687632
"M16940" "M16940" 5 146846303 118.411392790906
"M16941" "M16941" 5 146846379 118.411410856701
"M16942" "M16942" 5 147246964 118.506633048153
"M16943" "M16943" 5 147478916 118.561769854952
"M16944" "M16944" 5 147479662 118.561947184994
"M16945" "M16945" 5 147480032 118.562035136892
"M16946" "M16946" 5 147539032 118.576059898916
"M16947" "M16947" 5 147539284 118.57611980129
"M16948" "M16948" 5 147539331 118.576130973558
"M16949" "M16949" 5 147556575 118.580230007394
"M16950" "M16950" 5 147687542 118.611361888888
"M16951" "M16951" 5 147703506 118.615419288228
"M16952" "M16952" 5 147706819 118.616261318046
"M16953" "M16953" 5 147707346 118.616395260006
"M16954" "M16954" 5 147877988 118.659765514216
"M16955" "M16955" 5 147878012 118.65977161404
"M16956" "M16956" 5 147982909 118.686432163939
"M16957" "M16957" 5 148028310 118.6979712511
"M16958" "M16958" 5 148125611 118.722701206826
"M16959" "M16959" 5 148132594 118.724476001338
"M16960" "M16960" 5 148149195 118.728695300163
"M16961" "M16961" 5 148226517 118.74834740689
"M16962" "M16962" 5 148303883 118.768010696626
"M16963" "M16963" 5 148304095 118.768064578401
"M16964" "M16964" 5 148306204 118.768600600401
"M16965" "M16965" 5 148528734 118.825158673264
"M16966" "M16966" 5 148688866 118.86585771305
"M16967" "M16967" 5 148695087 118.867438838162
"M16968" "M16968" 5 148695130 118.867449767013
"M16969" "M16969" 5 148699749 118.868623728899
"M16970" "M16970" 5 148699797 118.868635928547
"M16971" "M16971" 5 148700935 118.86892516185
"M16972" "M16972" 5 148878046 118.913939572683
"M16973" "M16973" 5 148881579 118.914837517551
"M16974" "M16974" 5 148882939 118.915183174222
"M16975" "M16975" 5 149462786 119.062556691838
"M16976" "M16976" 5 149530653 119.07980572222
"M16977" "M16977" 5 149868618 119.165702675866
"M16978" "M16978" 5 149998432 119.198696113473
"M16979" "M16979" 5 150050267 119.211870461681
"M16980" "M16980" 5 150074309 119.217980959986
"M16981" "M16981" 5 150088223 119.221517332726
"M16982" "M16982" 5 150089295 119.221789791514
"M16983" "M16983" 5 150190121 119.247415658833
"M16984" "M16984" 5 150198622 119.249576267188
"M16985" "M16985" 5 150275315 119.269068507704
"M16986" "M16986" 5 150276128 119.269275139229
"M16987" "M16987" 5 150276184 119.269289372151
"M16988" "M16988" 5 150276309 119.269321142066
"M16989" "M16989" 5 150276594 119.269393577471
"M16990" "M16990" 5 150277663 119.269665273781
"M16991" "M16991" 5 150320952 119.280667576465
"M16992" "M16992" 5 150483420 119.321960332416
"M16993" "M16993" 5 150483505 119.321981935958
"M16994" "M16994" 5 150492347 119.324229212641
"M16995" "M16995" 5 150508905 119.328437582615
"M16996" "M16996" 5 150577742 119.345933147535
"M16997" "M16997" 5 150752950 119.390463893188
"M16998" "M16998" 5 150802444 119.403043254435
"M16999" "M16999" 5 150933405 119.436328212778
"M17000" "M17000" 5 151044279 119.464507872916
"M17001" "M17001" 5 151044305 119.464514481058
"M17002" "M17002" 5 151166589 119.495594099006
"M17003" "M17003" 5 151176613 119.498141792002
"M17004" "M17004" 5 151394123 119.553423985092
"M17005" "M17005" 5 151493348 119.578642943344
"M17006" "M17006" 5 151622025 119.611347401806
"M17007" "M17007" 5 151622082 119.611361888888
"M17008" "M17008" 5 151631355 119.614763231133
"M17009" "M17009" 5 151631510 119.614820085231
"M17010" "M17010" 5 151712665 119.644587790392
"M17011" "M17011" 5 151715288 119.645549908445
"M17012" "M17012" 5 151715816 119.645743579178
"M17013" "M17013" 5 151886784 119.708454749358
"M17014" "M17014" 5 151969869 119.738930379735
"M17015" "M17015" 5 151973836 119.740385477836
"M17016" "M17016" 5 151989775 119.746231913084
"M17017" "M17017" 5 152406679 119.899152563104
"M17018" "M17018" 5 152439770 119.911290362765
"M17019" "M17019" 5 152439965 119.911361888888
"M17020" "M17020" 5 152440309 119.911613633045
"M17021" "M17021" 5 152582080 120.01536369403
"M17022" "M17022" 5 152605290 120.032349106529
"M17023" "M17023" 5 152657377 120.0704671238
"M17024" "M17024" 5 152744906 120.134522107456
"M17025" "M17025" 5 152746982 120.136041354175
"M17026" "M17026" 5 152749874 120.138157761454
"M17027" "M17027" 5 152750357 120.138511227815
"M17028" "M17028" 5 152835009 120.200460781408
"M17029" "M17029" 5 152840174 120.204240602846
"M17030" "M17030" 5 152845899 120.208430240354
"M17031" "M17031" 5 152849905 120.211361888888
"M17032" "M17032" 5 152878762 120.223054984138
"M17033" "M17033" 5 152918100 120.238995067341
"M17034" "M17034" 5 152918595 120.239195645438
"M17035" "M17035" 5 152919972 120.239753617236
"M17036" "M17036" 5 152926442 120.242375314788
"M17037" "M17037" 5 152926957 120.242583997051
"M17038" "M17038" 5 152933958 120.245420860199
"M17039" "M17039" 5 152934116 120.245484883107
"M17040" "M17040" 5 152934202 120.245519731018
"M17041" "M17041" 5 153551391 120.495609822325
"M17042" "M17042" 5 153682002 120.5485344806
"M17043" "M17043" 5 153849812 120.616532481572
"M17044" "M17044" 5 153894265 120.634545205112
"M17045" "M17045" 5 153945373 120.655254589736
"M17046" "M17046" 5 153945654 120.655368453262
"M17047" "M17047" 5 153955843 120.659497120397
"M17048" "M17048" 5 153967293 120.664136755169
"M17049" "M17049" 5 154118015 120.725210557103
"M17050" "M17050" 5 154198267 120.757729331753
"M17051" "M17051" 5 154199063 120.758051877542
"M17052" "M17052" 5 154300032 120.798965352068
"M17053" "M17053" 5 154318759 120.806553687472
"M17054" "M17054" 5 154318857 120.806593397883
"M17055" "M17055" 5 154351003 120.819619223157
"M17056" "M17056" 5 154482401 120.872862780346
"M17057" "M17057" 5 154808874 121.005152342181
"M17058" "M17058" 5 154810996 121.006012194144
"M17059" "M17059" 5 154811306 121.00613780871
"M17060" "M17060" 5 154823549 121.011098773646
"M17061" "M17061" 5 154915866 121.048506386159
"M17062" "M17062" 5 154995048 121.080591587953
"M17063" "M17063" 5 155031265 121.095267016123
"M17064" "M17064" 5 155031735 121.095457464013
"M17065" "M17065" 5 155032566 121.095794192091
"M17066" "M17066" 5 155033339 121.09610741809
"M17067" "M17067" 5 155034126 121.096426317004
"M17068" "M17068" 5 155171104 121.151930936378
"M17069" "M17069" 5 155218025 121.170943713946
"M17070" "M17070" 5 155244055 121.181491285397
"M17071" "M17071" 5 155522510 121.294323556185
"M17072" "M17072" 5 155531642 121.298023918171
"M17073" "M17073" 5 155665159 121.352126111698
"M17074" "M17074" 5 155810701 121.411100934757
"M17075" "M17075" 5 155959571 121.439867852138
"M17076" "M17076" 5 155962380 121.440408062701
"M17077" "M17077" 5 156139474 121.474465752013
"M17078" "M17078" 5 156270972 121.499754683479
"M17079" "M17079" 5 156277560 121.501021649368
"M17080" "M17080" 5 156842325 121.609633973356
"M17081" "M17081" 5 156842382 121.609644935265
"M17082" "M17082" 5 156888309 121.618477349108
"M17083" "M17083" 5 156969453 121.634082491809
"M17084" "M17084" 5 157048123 121.649211849202
"M17085" "M17085" 5 157100397 121.659264881214
"M17086" "M17086" 5 157113803 121.661843045256
"M17087" "M17087" 5 157114237 121.661926509615
"M17088" "M17088" 5 157193606 121.677190294628
"M17089" "M17089" 5 157300006 121.697652524533
"M17090" "M17090" 5 157444503 121.725441348166
"M17091" "M17091" 5 157446027 121.725734434993
"M17092" "M17092" 5 157446176 121.725763089807
"M17093" "M17093" 5 157447728 121.726061561431
"M17094" "M17094" 5 157497742 121.735679963372
"M17095" "M17095" 5 157514706 121.738942381305
"M17096" "M17096" 5 157517880 121.739552786547
"M17097" "M17097" 5 157517927 121.739561825314
"M17098" "M17098" 5 157650228 121.765005185076
"M17099" "M17099" 5 158381369 121.905613974878
"M17100" "M17100" 5 158383009 121.905929370151
"M17101" "M17101" 5 158543426 121.936779835703
"M17102" "M17102" 5 158543752 121.936842530129
"M17103" "M17103" 5 158606371 121.948885052445
"M17104" "M17104" 5 158685747 121.964150183657
"M17105" "M17105" 5 158692292 121.965408880036
"M17106" "M17106" 5 158767875 121.979944563522
"M17107" "M17107" 5 158768866 121.980135146885
"M17108" "M17108" 5 158768939 121.980149185821
"M17109" "M17109" 5 158768964 121.980153993676
"M17110" "M17110" 5 158818597 121.989699123909
"M17111" "M17111" 5 158819964 121.989962017408
"M17112" "M17112" 5 159109882 122.045717362987
"M17113" "M17113" 5 159233258 122.069444318596
"M17114" "M17114" 5 159233574 122.06950508988
"M17115" "M17115" 5 159233808 122.069550091401
"M17116" "M17116" 5 159290381 122.080429882119
"M17117" "M17117" 5 159290656 122.080482768522
"M17118" "M17118" 5 159290677 122.08048680712
"M17119" "M17119" 5 159354573 122.092774914657
"M17120" "M17120" 5 159451222 122.111361888888
"M17121" "M17121" 5 159538551 122.122738831249
"M17122" "M17122" 5 159683249 122.14158962315
"M17123" "M17123" 5 159804130 122.157337612588
"M17124" "M17124" 5 159804308 122.157360801858
"M17125" "M17125" 5 159929251 122.173637975644
"M17126" "M17126" 5 159929284 122.173642274778
"M17127" "M17127" 5 159946189 122.175844604023
"M17128" "M17128" 5 159946905 122.175937882209
"M17129" "M17129" 5 159946929 122.175941008852
"M17130" "M17130" 5 159960741 122.177740391965
"M17131" "M17131" 5 160079236 122.193177540967
"M17132" "M17132" 5 160088883 122.194434321223
"M17133" "M17133" 5 160123769 122.198979157546
"M17134" "M17134" 5 160165587 122.204427072622
"M17135" "M17135" 5 160165922 122.204470715349
"M17136" "M17136" 5 160459650 122.242736658232
"M17137" "M17137" 5 160531317 122.252073205407
"M17138" "M17138" 5 160655503 122.268251759658
"M17139" "M17139" 5 160711196 122.275507265286
"M17140" "M17140" 5 160720520 122.276721966136
"M17141" "M17141" 5 160753897 122.281070214773
"M17142" "M17142" 5 160757667 122.281561358296
"M17143" "M17143" 5 161002779 122.313493764441
"M17144" "M17144" 5 161171672 122.335496603433
"M17145" "M17145" 5 161192912 122.338263682591
"M17146" "M17146" 5 161192984 122.33827306252
"M17147" "M17147" 5 161193543 122.338345887249
"M17148" "M17148" 5 161197310 122.338836639942
"M17149" "M17149" 5 161281322 122.349781454169
"M17150" "M17150" 5 161404196 122.365789085263
"M17151" "M17151" 5 161467164 122.373992354585
"M17152" "M17152" 5 161552732 122.385139879509
"M17153" "M17153" 5 161553303 122.385214267559
"M17154" "M17154" 5 161557626 122.385777454151
"M17155" "M17155" 5 161627565 122.394888883021
"M17156" "M17156" 5 161631520 122.395404127752
"M17157" "M17157" 5 161875667 122.427210816788
"M17158" "M17158" 5 161912993 122.432073528494
"M17159" "M17159" 5 162008360 122.444497635746
"M17160" "M17160" 5 162008437 122.444507667059
"M17161" "M17161" 5 162064140 122.451764475455
"M17162" "M17162" 5 162650453 122.528147454844
"M17163" "M17163" 5 162672055 122.530961694202
"M17164" "M17164" 5 162684038 122.532522801054
"M17165" "M17165" 5 162757247 122.54206023505
"M17166" "M17166" 5 162759513 122.542355442271
"M17167" "M17167" 5 162766043 122.543206149752
"M17168" "M17168" 5 162775541 122.544443518765
"M17169" "M17169" 5 162811919 122.549182728068
"M17170" "M17170" 5 162811985 122.549191326337
"M17171" "M17171" 5 162836268 122.552354837786
"M17172" "M17172" 5 162836446 122.552378027056
"M17173" "M17173" 5 163113505 122.588472386019
"M17174" "M17174" 5 163116347 122.588842632674
"M17175" "M17175" 5 163214402 122.601616923955
"M17176" "M17176" 5 163217498 122.602020260917
